customer_id,gender,age,city,signup_date,loyalty_member
C1158,Male,19,Nottingham,21/02/2022,Yes
C1159,Female,21,Manchester,19/04/2022,No
C1160,Male,63,Nottingham,06/02/2023,No
C1161,Female,30,Manchester,16/11/2022,No
C1162,Male,23,Nottingham,05/08/2023,Yes
C1163,Female,61,Nottingham,12/04/2023,No
C1164,Male,27,Liverpool,26/08/2022,No
C1165,Male,62,Bristol,06/02/2023,No
C1166,Female,19,Manchester,10/04/2023,No
C1167,Female,48,Nottingham,26/04/2022,Yes
C1168,Female,56,Birmingham,17/10/2022,Yes
C1169,Male,38,Manchester,20/02/2023,No
C1170,Female,43,Sheffield,30/06/2023,Yes
C1171,Male,53,Birmingham,28/09/2023,No
C1172,Male,39,Leeds,29/01/2023,No
C1173,Female,52,Leeds,22/03/2023,Yes
C1174,Male,65,Nottingham,10/11/2023,Yes
C1175,Female,38,Manchester,30/08/2023,No
C1176,Female,43,Manchester,30/06/2022,Yes
C1177,Female,38,Nottingham,03/09/2023,Yes
C1178,Male,26,London,03/04/2022,Yes
C1179,Male,46,Liverpool,08/11/2023,No
C1180,Female,30,Leeds,23/09/2023,No
C1181,Female,45,Bristol,03/11/2022,Yes
C1182,Male,57,Sheffield,20/08/2023,Yes
C1183,Male,41,London,29/10/2022,Yes
C1184,Female,25,Liverpool,28/07/2023,Yes
C1185,Female,62,Sheffield,29/08/2022,No
C1186,Female,42,Sheffield,27/01/2023,Yes
C1187,Male,48,Birmingham,10/11/2023,Yes
C1188,Female,41,Sheffield,23/07/2023,Yes
C1189,Male,26,London,23/10/2022,Yes
C1190,Male,27,Nottingham,26/10/2023,No
C1191,Male,26,Sheffield,20/05/2022,No
C1192,Female,57,Birmingham,11/09/2023,No
C1193,Female,53,Nottingham,06/06/2023,No
C1194,Male,29,Sheffield,30/12/2022,Yes
C1195,Female,64,Leeds,15/08/2023,No
C1196,Female,20,London,25/02/2023,No
C1197,Male,55,Nottingham,13/01/2023,Yes
C1198,Female,47,Manchester,26/05/2022,Yes
C1199,Female,58,Manchester,09/09/2022,No
C1200,Male,39,London,20/09/2023,No
